Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Description,,
10004893,VANDALISM - OTHER,12/7/2010 13:36,Inactive,11/30/2010 17:00,12/1/2010 16:30,Miller Hall,"1675 Arbor Dr (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"Vandalism to exterior window screen on the west wall of Miller Hall on East Campus, no real damage to the screed.",,
10004895,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",12/7/2010 13:59,Inactive,,,C. Y. Thompson Library,1625 North 38th St (SIDEWALK),$0.00,$500.00,A hand railing was bent by an unknown object at CY Thompson.,,
10004898,LARCENY - STOLEN BIKE,12/7/2010 16:47,Inactive,12/1/2010 0:00,12/5/2010 0:00,Temple Building,1201 R St (UNL ACADEMIC BUILDING),$350.00,$0.00,A bike that was on loan from the Campus Rec Center was stolen from the Temple building.,,
10004910,LARCENY - FROM BUILDING,12/8/2010 13:53,Inactive,11/24/2010 18:00,12/3/2010 18:00,College of Dentistry,3975 Potter St (UNL ACADEMIC BUILDING),"$2,600.00",$0.00,"Two pieces of dental equipment discovered missing, possibly stolen, from the Dental College. $2600.00 loss.",,
10004912,VANDALISM - OTHER,12/8/2010 14:14,Inactive,12/6/2010 23:30,12/8/2010 14:30,,19th R/Vine parking lot (GOVT PARKING LOT (UNL)),$0.00,$150.00,"Damage to vehicle while parked in the 19th, R- Vine Street lot, rear window was broken out by unknown means, $150 loss.",,
10004913,LARCENY - STOLEN BIKE,12/8/2010 16:20,Inactive,12/8/2010 9:00,12/8/2010 16:15,Nebraska Hall,900 North 16th St (SIDEWALK),$605.00,$10.00,"Bike taken from the rack between Nebraska Hall and Walter Scott Engineering Center, $605 loss.",,
10004919,NARCOTICS - POSSESSION,12/9/2010 1:42,Cleared by Exception,12/9/2010 1:42,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,CSO smelled the odor of marijuana while performing floor check.  Marijuana (.5 g) and paraphernalia seized. Investigation ongoing,,
10004924,DISTURBANCE - OTHER,12/9/2010 10:04,Inactive,12/9/2010 10:04,,, (UNL ACADEMIC BUILDING),$0.00,$0.00,UNL Student reports unwanted communication from another student.,,
10004925,LARCENY - STOLEN BIKE,12/9/2010 10:53,Unfounded,12/6/2010 15:00,12/9/2010 10:45,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$150.00,$0.00,UNL student's bicycle and cable lock were stolen from the bike racks on the west side of Selleck between 12-6 and 12-9. $150.00 loss.,,
10004926,ACCIDENTS - P.D. H&R NOT REPORTABLE,12/9/2010 11:06,Inactive,12/8/2010 17:00,12/8/2010 21:10,, (GOVT PARKING LOT (UNL)),$0.00,"$1,500.00","Non UNL affiliated female,  reported her vehicle was struck and damaged outside of the Devaney Center.",,
10004927,LARCENY - FROM BUILDING,12/9/2010 11:42,Inactive,12/6/2010 22:00,12/6/2010 23:00,Campus Recreation Center,841 North 14th St (SPORT FACILITIES),$30.00,$0.00,UNL student had his wallet and contents stolen from the Rec Center after leaving the items unattended. $30 loss.,,
10004928,MEDICAL EMERGENCY,12/9/2010 12:40,Inactive,12/9/2010 12:40,,Beadle Center,1901 Vine St (UNL ACADEMIC BUILDING),$0.00,$0.00,UNL student transported to the hospital following a syncopal episode at Beadle.,,
10004930,SUSPICIOUS PERSON,12/9/2010 14:18,Inactive,12/9/2010 14:10,,Nebraska Union,1400 R St (OTHER RETAIL BUS.),$0.00,$0.00,"Non UNL student sold two text books back to the bookstore, both of which possibly were stolen.",,
10004931,ASSAULT - NON DOMESTIC,12/9/2010 15:37,Cleared by Arrest,12/8/2010 16:30,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,A UNL student assaulted another student. Investigation on-going.,,
10004937,LARCENY - FROM BUILDING,12/9/2010 20:16,Inactive,12/9/2010 9:15,12/9/2010 17:00,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$40.00,$0.00,A UNL student reported the theft of his cologne from his dorm room.,,
10004940,LARCENY - STOLEN BIKE,12/9/2010 22:14,Inactive,11/6/2010 0:00,12/3/2010 23:59,Memorial Stadium,740 Stadium Dr. (SIDEWALK),$400.00,$0.00,Victim reports the theft of a Blue Schwinn Men's Mountain Bicycle.  The bicycle was secured to the bike racks on the north side of the stadium.,,
10004943,ALCOHOL - DRUNK,12/10/2010 3:15,Cleared by Exception,12/10/2010 3:15,,The Village,1055 North 16 St. (UNL RESIDENCE HALL),$0.00,$0.00,"Report of an intoxicated male passed out.  Officers contacted the intoxicated male who had slurred speech, red bloodshot eyes and the odor of alcoholic beverage emitting from his person.  UNL student, non resident, transported to Detox (.154 BAC)",,
10004934,DISTURBANCE - OTHER,12/10/2010 18:28,Inactive,11/9/2010 18:00,12/10/2010 18:00,19th/Vine Parking Garage,1810 Vine St. (GOVT PARKING GARAGE (UNL)),$0.00,$0.00,A UNL student reported that rumors were being spread about her.,,
10004951,VANDALISM - OTHER,12/10/2010 19:35,Inactive,12/10/2010 16:30,12/10/2010 17:30,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$0.00,$25.00,"The word ""cosy"" was painted above a mirror in the men's restroom at Mabel Lee.",,
10004938,NARCOTICS - POSSESSION,12/10/2010 20:47,Cleared by Arrest,12/10/2010 20:47,,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,A UNL student was cited/released for Possession of Marijuana less than an ounce.,,
10004957,LARCENY - FROM MOTOR VEHICLE,12/11/2010 0:31,Cleared by Arrest,12/11/2010 0:31,,,1220 N. 14th Street (GOVT PARKING LOT (UNL)),$0.00,$0.00,CSO reported a male entering and looking into vehicles in the parking lot.  Contact was made with a non student with a large amount of coins (US currency).  Victim's vehicle missing coins and had been rummaged through.  Cited/released for Theft.  Given Ban/Bar Letter.,,
10004958,ALCOHOL - MINOR IN POSSESSION,12/11/2010 0:52,Cleared by Arrest,12/11/2010 0:52,,,N 16TH ST & R ST (STREET),$0.00,$0.00,A non-student was cited/released for MIPC. BAC 0.018.,,
10004962,ALCOHOL - DWI,12/11/2010 1:54,Cleared by Arrest,12/11/2010 1:54,,,N 14TH ST & R ST (STREET),$0.00,$0.00,A UNL student was cited/transported to Detox for DWI. BAC 0.146.,,
10004965,ALCOHOL - MINOR IN POSSESSION,12/11/2010 1:56,Cleared by Arrest,12/11/2010 1:56,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,CSO reported an intoxicated male entering the building.  Contact was made with a UNL student in the lobby who was cited/Detox (.289 BAC) for MIPC.,,
10004964,ALCOHOL - MINOR IN POSSESSION,12/11/2010 2:17,Cleared by Arrest,12/11/2010 2:17,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,CSO reported an alcohol violation.  Two UNL students cited for MIPC.  One tested .242 BAC/Detox and the other tested .135 BAC/released.,,
10004968,ALCOHOL - DWI,12/11/2010 2:17,Cleared by Arrest,12/11/2010 2:17,,,N 16TH ST & Q ST (STREET),$0.00,$0.00,Non-student stopped for driving wrong way on a one way street. She was cited for DWI (.114 BAC).,,
10004956,MEDICAL EMERGENCY,12/11/2010 2:52,Cleared by Exception,12/11/2010 2:52,,Gamma Phi Beta,415 North 16th St. (GOVT PARKING LOT (UNL)),$0.00,$0.00,Medical units called to the sorority on a female with alcohol poisoning.  UNL student transported to the hospital by LFR for further evaluation.  Non life threatening condition. No BAC available.,,
10004966,ALCOHOL - MINOR IN POSSESSION,12/11/2010 2:59,Cleared by Arrest,12/11/2010 2:59,,,1220 N. 14th Street (GOVT PARKING LOT (UNL)),$0.00,$0.00,CSO reported suspicious activity in the parking lot.  UNL student contacted sleeping inside a vehicle.  Cited/released for MIPC (.043 BAC).,,
10004969,MEDICAL EMERGENCY,12/11/2010 3:56,Cleared by Exception,12/11/2010 3:56,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00,$0.00,UNL student complaining of a migraine headache and trouble breathing.  Transported by LFR to the hospital for further evaluation.,,
10004974,MEDICAL EMERGENCY,12/11/2010 12:30,Inactive,12/11/2010 12:30,,Bob Devaney Sports Center,1600 Court St (SPORT FACILITIES),$0.00,$0.00,Report of a male slipping on snow outside the building on the northeast side.  Male complained of left shoulder pain.  Refused medical transport.,,
10004976,ACCIDENTS - P.D. H&R NOT REPORTABLE,12/11/2010 15:23,Cleared by Arrest,12/10/2010 23:19,12/10/2010 23:21,Andersen Hall,200 Centennial Mall North (GOVT PARKING LOT (UNL)),$0.00,$800.00,A hit and run occurred in the Andersen Hall parking lot.,,
10004981,DISTURBANCE - OTHER,12/11/2010 21:33,Inactive,12/11/2010 21:33,,The Village,1055 North 16 St. (UNL APARTMENT),$0.00,$0.00,UNL student reports receiving disturbing items from an acquaintance.,,
10004954,FRAUD - CREDIT CARDS/ATM/BANK CARD,12/11/2010 23:09,Inactive,12/10/2010 19:00,12/11/2010 21:00,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Victim reports the theft of a credit card with two unauthorized transactions occurring after the theft.,,
10004986,LARCENY - FROM MOTOR VEHICLE,12/12/2010 1:07,Cleared by Arrest,12/12/2010 1:07,,2224 U Street,2224 U St. (UNL APARTMENT),$0.00,$200.00,"911 Center took a report of two males breaking into vehicles.  LPD arrived on scene and took two into custody.  Later found the offense took place on UNL property.  UNLPD then cited/released one male, other male cited/lodged for outstanding warrant.  Vandalism/Attempted Larceny.",,
10004985,NARCOTICS - POSSESSION,12/12/2010 1:24,Cleared by Arrest,12/12/2010 1:24,,515 N 19th Parking Lot Vine to,515 North 19th St. (GOVT PARKING LOT (UNL)),$0.00,$0.00,CSO reported a possible narcotics violation occurring in a parked vehicle.  Officer contacted occupants and found a pipe with marijuana residue.  UNL student cited/released for Possession of Drug Paraphernalia.,,
10004987,ALCOHOL - DRUNK,12/12/2010 1:32,Cleared by Exception,12/12/2010 1:32,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Residents contacted Resident Assistant on an intoxicated male in the restroom vomiting.  Officer contacted intoxicated male who had vomited, slurred speech and had trouble maintaining his balance.  Transported to Detox ( .161 BAC). UNL Student.,
10004988,ALCOHOL - DWI,12/12/2010 1:39,Cleared by Arrest,12/12/2010 1:39,,,N 14TH ST & R ST (STREET),$0.00,$0.00,Non student stopped for no headlights on. Cited/detox for DWI (.144 BAC). Non student passenger taken to detox (.206 BAC).,,
10004989,ALCOHOL - DWI,12/12/2010 1:46,Cleared by Arrest,12/12/2010 1:46,,,N 10TH ST & T ST (STREET),$0.00,$0.00,Non-student stopped for speeding. Cited for DWI (.098 BAC) and released to a sober person.,,
10004996,ALCOHOL - DWI,12/13/2010 0:26,Cleared by Arrest,12/13/2010 0:26,,,ANTELOPE VALLEY PARKWAY & Salt Creek RDWY (STREET),$0.00,$0.00,"Non UNL affiliated male driver discovered to be intoxicated following a traffic infraction. Cited and lodged for DUI, Fail to stop for emergency vehicle , Violate traffic signal and DUS. BAC .211.",,
10004999,ACCIDENTS - P.D. NOT REPORTABLE,12/13/2010 9:56,Cleared by Exception,12/13/2010 9:56,,,N 16TH ST & X ST (GOVT PARKING LOT (UNL)),$0.00,"$1,400.00","Two vehicle, non injury accident occurred in an UNL parking lot.",,
10005000,DISTURBANCE - OTHER,12/13/2010 14:00,Inactive,12/13/2010 13:20,,Whittier Building,"2200 Vine St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"Person while crossing street by Whittier Building was asked by a person in a vehilce if they wanted a ride, this make the person feel uncomfortable.",,
10005004,SS - CHECK WELFARE OF PERSON,12/14/2010 1:03,Cleared by Exception,12/14/2010 1:03,12/14/2010 1:03,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Suspicious note found in the City Union first floor.,,
10005005,VANDALISM - OTHER,12/14/2010 1:13,Inactive,12/14/2010 0:50,12/14/2010 1:13,Sigma Nu,625 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,A third floor window was broken by someone throwing an apple at it.,,
10005012,NARCOTICS - POSSESSION,12/15/2010 0:47,Cleared by Arrest,12/15/2010 0:47,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00,$0.00,UNL student contacted for an odor of marijuana coming from his room. He was cited/released for Possession of Drug Paraphernalia.,,
10005019,LARCENY - FROM BUILDING,12/15/2010 18:17,Cleared by Exception,12/15/2010 4:24,12/15/2010 4:47,Sigma Phi Epsilon,601 North 16th St. (OFF CAMPUS/GREEK HOUSING),$49.99,$0.00,"Two large baking pans and food items were taken from Sigma Phi Epsioln fraternity house, $50 loss.",,
10005022,ALCOHOL - MINOR IN POSSESSION,12/16/2010 1:08,Cleared by Arrest,12/16/2010 1:58,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,CSO observed two highly intoxicated males in the first floor lobby.  Officers contacted two UNL students who tested a .234 (Cited/Detox) and .117 BAC (Cited/Released).,,
10005023,LARCENY - FROM MOTOR VEHICLE,12/16/2010 4:51,Cleared by Arrest,12/16/2010 2:45,,,1220 North 14th Street (GOVT PARKING LOT (UNL)),$0.00,$300.00,CSO observed two suspicious males attempting to open car doors in the parking lot.  Officers contacted two non students who had broken out a rear wing window and had intended to steal the items inside.  Both cited/lodged for Poss of Burglary Tools.  Cited for Criminal Mischief/Attempted Theft.,,
10005028,ACCIDENTS - P.D. H&R NOT REPORTABLE,12/16/2010 13:20,Cleared by Arrest,12/11/2010 19:00,12/16/2010 13:15,19th/Vine Parking Garage,1810 Vine St. (GOVT PARKING GARAGE (UNL)),$0.00,$200.00,UNL student reported a belated hit and run accident involving their vehicle at the 19th and Vine parking garage.,,
10005030,SS - CHECK WELFARE OF PERSON,12/16/2010 14:00,Cleared by Exception,12/16/2010 14:00,,, (UNKNOWN),$0.00,$0.00,UNLPD was requested to check the welfare of a UNL student.  Student was found to be fine.,,
10005025,DISTURBANCE - OTHER,12/16/2010 14:17,Cleared by Exception,12/10/2010 14:17,12/13/2010 14:17,501 Building,"501 Stadium Dr (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A misunderstanding between two co-workers.,,
10005035,TRAFFIC - SUSPENDED DRIVER,12/16/2010 23:33,Cleared by Arrest,12/16/2010 23:33,,,N 17TH ST & R ST (STREET),$0.00,$0.00,Traffic Stop.  Non student stopped for going 36 mph in a 25 mph zone.  Driver cited/released for DUS and Speeding (11 over).,,
10005036,TRESPASSING,12/16/2010 23:50,Cleared by Exception,12/16/2010 23:50,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00,$0.00,Non student observed in the basement computer room.  Found not to be a student or visiting a resident of Selleck.  Given a trespass policy letter (warning) and escorted out of the building.,,
10005042,ACCIDENTS - P.D. NOT REPORTABLE,12/17/2010 11:12,Cleared by Exception,12/17/2010 11:12,,Canfield Administration Building,503 N 14th (GOVT PARKING LOT (UNL)),$0.00,$220.00,Delivery driver backed into a metal mail box near the Canfeild Administration building.,,
10005041,VANDALISM - OTHER,12/17/2010 11:14,Inactive,12/15/2010 23:00,12/16/2010 7:30,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00,$500.00,Report of a belated vandalism occurring at Harper Hall.,,
10005044,LARCENY - SHOPLIFTING,12/17/2010 15:45,Cleared by Arrest,12/15/2010 22:00,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Possible shoplifting at the Abel C-Store. Investigation on-going.,,
10005045,LOST OR STOLEN ITEM,12/17/2010 19:35,Cleared by Exception,12/17/2010 12:00,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),"$1,500.00",$0.00,A UNL student reported she lost her prescription medication.,,
10005050,NARCOTICS - POSSESSION,12/18/2010 0:22,Cleared by Arrest,12/18/2010 0:22,,,N 16TH ST & X ST (STREET),$0.00,$0.00,A UNL student was cited/released for Possession of Marijuana less than an ounce and Possession of Paraphernalia.,,
10005051,ALCOHOL - DWI,12/18/2010 1:46,Cleared by Arrest,12/18/2010 1:46,12/18/2010 1:46,,N 16TH ST & P ST (STREET),$0.00,$0.00,Traffic Stop.  Officer observed a vehicle without headlights activated at night.  Contact was made with a non student who was found to be operating a motor vehicle while under the influence.  Cited/Detox for DWI (.140 BAC) and No Headlights at Night.,,
10005054,ALCOHOL - DWI,12/18/2010 2:06,Cleared by Arrest,12/18/2010 2:06,,,N 19TH ST & R ST (STREET),$0.00,$0.00,A non-student was cited/ and transported to Detox for Driving While Intoxicated. BAC 0.200.,,
10005052,ALCOHOL - DRUNK,12/18/2010 2:09,Cleared by Exception,12/18/2010 2:09,,,N 16TH ST & W ST (SIDEWALK),$0.00,$0.00,"UNL student contacted after a CSO stated there was an intoxicated party walking northbound on the sidewalk.  The officer noted bloodshot-watery eyes, slurred speech and a strong odor of alcoholic beverage coming from his person.  Transported to Detox (.297 BAC).",,
10005060,MEDICAL EMERGENCY,12/18/2010 16:35,Cleared by Exception,12/18/2010 16:35,,Ross Van Brunt Building,313 North 13th St (AUDITORIUM/THEATER),$0.00,$0.00,A non-student was transported to Bryan LGH West for head and hip pain.,,
10005061,ALCOHOL - DWI,12/18/2010 22:38,Cleared by Arrest,12/18/2010 22:38,,,N 10TH ST & T ST (STREET),$0.00,$0.00,Traffic Stop.  Vehicle stopped for speeding.  Driver found to be driving under the influence of alcohol.  Non student cited/released to sober person for DWI(.113 BAC)/Speeding.,,
10005048,ALCOHOL - MINOR IN POSSESSION,12/18/2010 23:13,Cleared by Arrest,12/17/2010 23:13,,,N 16TH ST & X ST (STREET),$0.00,$0.00,Three non-students were cited and released for MIP.,,
10005063,VANDALISM - OTHER,12/19/2010 2:03,Cleared by Arrest,12/19/2010 2:03,,Andersen Hall,200 Centennial Mall North (GOVT PARKING LOT (UNL)),$0.00,$10.00,Officer observed a male kick a wooden fence that surrounds the trash dumpsters in the parking lot.  Non student contacted and cited/released for Criminal Mischief.  Damage to fence consisted of a broken wooden plank.,,
10005064,LARCENY - OTHER OR FROM OPEN AREA,12/19/2010 2:21,Cleared by Arrest,12/19/2010 2:21,,,N 17TH ST & Q ST (SIDEWALK),$25.00,$0.00,"UNL student contacted after Officer observed him carrying a ""Sidewalk Closed"" sign.  The male stated he had taken it from the area of 17th/Q street.  Cited/Released for Misdemeanor Theft.",,
10005065,ALCOHOL - DWI,12/19/2010 2:22,Cleared by Arrest,12/19/2010 2:22,,,N 10TH ST & T ST (STREET),$0.00,$0.00,"Person stopped for speeding on 10th and Charleston, found to be have been drinking, taken to detox where they tested .136 BAC. Person cited for DWI and Speeding.",,
10005066,MEDICAL EMERGENCY,12/19/2010 7:29,Cleared by Exception,12/19/2010 7:29,,Phi Delta Theta,1545 R St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,UNL student complaining of feeling ill. Transported to the hospital by ambulance.,,
10005067,MEDICAL EMERGENCY,12/19/2010 8:56,Inactive,12/19/2010 8:56,,Innovation Campus,1800 State Fair Park Drive (SPORT FACILITIES),$0.00,$0.00,Juvenile male injuried while playing hockey at The Ice Box. Transported to the hospital by ambulance.,,
10005069,LARCENY - STOLEN BIKE,12/19/2010 16:09,Inactive,11/19/2010 14:00,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$200.00,$0.00,"Bike taken from rack by Schramm Hall, $200 loss.",,
